chanel,link,date,text
@rusbrief,https://t.me/rusbrief/191494,2024-01-16 17:56:24,"Брянский губернатор Богомаз: пресечена попытка ВСУ совершить атаку на регион с помощью БПЛА, аппарат уничтожен над Трубчевским районом."
@rusbrief,https://t.me/rusbrief/191493,2024-01-16 17:55:51,Министр торговли Саудовской Аравии на экономическом форуме в Давосе: «Мы еще официально не присоединились к объединению БРИКС».
@rusbrief,https://t.me/rusbrief/191492,2024-01-16 17:53:14,"Латвия создает коалицию «БПЛА» из почти 20 стран, чтобы передавать ВСУ беспилотники. Об этом сообщает Bloomberg со ссылкой на Минобороны Латвии."
@rusbrief,https://t.me/rusbrief/191491,2024-01-16 17:49:28,Целью иранского ракетного удара по Пакистану стали штабы группировки «Джейш аль-Адль» («Армия справедливости»).
@rusbrief,https://t.me/rusbrief/191490,2024-01-16 17:47:01,"Президент РФ Владимир Путин собрал для участия в выборах 472 миллиона рублей, в разы опередив других кандидатов. Правда, часть этих денег ему придется вернуть назад. Данные о поступлении средств в избирательные фонды кандидатов опубликовал Центризбирком. За месяц с объявления выборов кандидаты смогли собрать 516 миллионов рублей, из которых 472 миллиона поступило в фонд Владимира Путина. Спонсорами кампании Путина стали фонды регионального сотрудничества — эти структуры созданы в регионах РФ при участии партии «Единая Россия» и используются для финансирования политических проектов ЕР. Максимальный размер избирательного фонда для каждого кандидата в президенты составляет 400 миллионов рублей. Это значит, что Путин должен будет вернуть жертвователям «лишние» 72 миллиона. На втором месте по сумме собранных средств идет кандидат от ЛДПР Леонид Слуцкий, в чьем фонде оказалось 30 миллионов рублей. Кандидат от «Новый людей» Владислав Даванков собрал 10 миллионов. У кандидата от КПРФ Николая Харитонова денег пока нет."
@rusbrief,https://t.me/rusbrief/191489,2024-01-16 17:45:59,"⚡️Иран нанес ракетный удар по целям в Пакистане, передает агентство Tasnim."
@rusbrief,https://t.me/rusbrief/191488,2024-01-16 17:41:51,"Премьер Черногории Милойко Спайич заявил в Давосе, что властям страны удалось сократить долю туристов из России и снизить зависимость от российского туристического рынка и инвестиций. «Когда я стал министров финансов в 2020 году, мы получили в наследство страну, инфраструктура которой была полностью построена компаниями, которые финансировались из-за пределов ЕС. Как туристическая страна мы принимали миллионы туристов ежегодно, и основная их часть прибывала из России. Инвесторы также, почти исключительно были из-за пределов ЕС», — заявил Спайич. По его словам, это вызывало недоумение, так как Черногория географически близка к центру Европы, использует евро как национальную валюту и так далее. «Мы сделали много, чтобы это изменить, и сейчас доля российских туристов у нас в районе 7-8%. Это намного меньше, и участие российского туристического рынка можно заменить, зависимость стала намного меньше», — отметил премьер, добавив, что в инфраструктурных проектах страна также переориентировалась на ЕС."
@rusbrief,https://t.me/rusbrief/191487,2024-01-16 17:30:03,"BRIEF. Винокурова.
Источники в «Справедливой России» сообщают, что завтра партия фактически запустит свою кампанию по выборам депутатов Мосгордумы.  Сергей Миронов объявит о проекте конкурсного отбора кандидатов в депутаты МГД под названием «Москва 2024: справедливый кандидат». В мае эсеры, в рамках этого проекта, планируют провести праймериз. Собеседники говорят, что таким образом Миронов хочет показать, что неучастие в президентских выборах не является политическим провалом, и что интерес людей к партии сохраняется, и она по-прежнему может конкурировать с КПРФ за вторые места."
@rusbrief,https://t.me/rusbrief/191486,2024-01-16 17:28:43,"Владимир Путин провел встречу с главами внешнеполитических ведомств России и КНДР Сергеем Лавровым и Цой Сон Хи, которые провели переговоры в Москве, — Кремль."
@rusbrief,https://t.me/rusbrief/191485,2024-01-16 17:23:10,"Мировое олимпийское движение сейчас серьезно больно, но Москва надеется, что когда-то ситуация исправится. Тогда можно будет вернуться к вопросу о проведении в России новой Олимпиады, заявил вице-премьер РФ Дмитрий Чернышенко. Россия работает над форматами спортивных соревнований, которые бы не зависели от международных функционеров, добавил вице-премьер."
@rusbrief,https://t.me/rusbrief/191484,2024-01-16 17:19:01,"Завершить конфликт на Украине можно, отказавшись от поставок оружия Киеву. Об этом заявил министр иностранных дел и внешнеэкономических связей Венгрии Петер Сийярто в интервью порталу Exxpress. «Чем больше поставляют оружия, тем дольше длится война. А чем дольше длится война, тем больше погибнет людей», — считает дипломат."
@rusbrief,https://t.me/rusbrief/191483,2024-01-16 17:16:28,"Президент Литвы Науседа: военная поддержка Украины - это ключевой аспект, нужно поддерживать её как можно оперативнее и в как можно больших масштабах. Без военной поддержки невозможно сдержать давление России на Украину."
@rusbrief,https://t.me/rusbrief/191482,2024-01-16 17:08:01,"Instagram* становится комфортной средой для преступников, заявил зампред Комитета Госдумы по информационной политике Антон Горелкин. ""Instagram* в силу своего статуса становится всё более комфортной средой для преступников. На этом фоне не только кинозвездам, а всем российским гражданам нужно задать себе простой вопрос: а нужен ли мне вообще аккаунт в социальной сети, которая находится вне правового поля РФ и где меня могут безнаказанно подставить или ""кинуть"" на деньги"", — отметил он.
*Запрещен в России; принадлежит корпорации Meta, которая признана в РФ экстремистской"
@rusbrief,https://t.me/rusbrief/191481,2024-01-16 17:01:52,"Общее число абортов в России с 2010 года снизилось в 2,3 раза. Эта тенденция коснулась женщин почти всех возрастов. Данные о количестве абортов в стране опубликовал Росстат. Согласно официальной статистике, в 2022 году зафиксировано 503 тысячи случаев прерывания беременности. В 2010 году это число составляло 1,186 миллиона. В два раза снизился показатель абортов на одну тысячу женщин в возрасте 15-49 лет. В 2010 году он составлял 31,7, а в 2022 году — 14,7. По данным Росстата, аборты стали реже делать женщины всех возрастов, за исключением категории 45-49 лет. Для этого возраста показатель вырос с 5 922 в 2010 году до 7 427 в 2022 году. В конце прошлого года в России резко обострилась дискуссия о запрете абортов. Сторонники запрета говорили о том, что аборты негативно влияют на рождаемость. Однако данные Росстата не подтверждают эту зависимость: снижение рождаемости в стране вызвано не ростом числа абортов."
@rusbrief,https://t.me/rusbrief/191480,2024-01-16 17:01:47,Президент Украины Владимир Зеленский выступил на Всемирном экономическом форуме в Давосе. Канал BRIEFLY собрал ключевые тезисы из его выступления. Подписаться!
@rusbrief,https://t.me/rusbrief/191479,2024-01-16 16:54:01,"На Украине миллионы высокообразованных парней, заявил замруководителя Офиса Зеленского Ростислав Шурма в ходе своего выступления на форуме в Давосе, говоря о преимуществах для ЕС по включению в ее состав Украины. «Производство в Украине может быть даже дешевле, чем в Китае, потому что стоимость труда ниже, логистика дешевле, а это означает, что стоимость конечной продукции будет ниже, что важно с точки зрения инфляции… У нас высокообразованные люди, а вы понимаете сколько стоит в Европе воспитать высококвалифицированного инженера, а в Украине миллионы таких парней», — сказал он, добавив, что «кроме того, в Украине есть природные ресурсы, которых недостает сейчас Евросоюзу… Это то, чем мы готовы поделиться с Европейским Союзом»."
@rusbrief,https://t.me/rusbrief/191478,2024-01-16 16:48:01,"Число новорожденных во Франции в 2023 году впервые со времен Второй мировой войны оказалось ниже 700 тыс. Об этом сообщил Национальный институт статистики и экономических исследований (Insee). По его данным, в минувшем году в республике родились 678 тыс. человек, тогда как в 2022 году — более 725 тыс., а в 2010 году — почти 833 тыс."
@rusbrief,https://t.me/rusbrief/191477,2024-01-16 16:44:07,"США ожидают, что вопрос с согласованием конгрессом новой помощи Украине будет решен в ближайшие недели, заявили в Белом доме."
@rusbrief,https://t.me/rusbrief/191476,2024-01-16 16:38:23,"Генеральный директор ДОМ. РФ, экс-вице-премьер Виталий Мутко в эфире телеканала «Россия-24» рассказал, что рост цен на новостройки в России может приостановиться в 2024 году. При этом на вторичном рынке, по его словам, стоимость квадратного метра снизится. Мутко также заявил, что в 2024 году в России ожидается спрос на ипотеку, несмотря на остановку программы по субсидированию ставки на новостройки. «Мы видим, что количество ипотечных кредитов в этом году будет где-то в районе 1-1,3 млн. Это, конечно, может быть меньше, чем в 2023 году — 2 млн кредитов, но надо исходить, что это на нормальном уровне 2022 года»,— сказал он. Кроме того, Мутко считает, что в течение 2024 года будет преобразована семейная ипотека. Преобразования он связал с тем, что этот год объявлен Годом семьи. По его словам, выплаты на рождение детей и рост материнского капитала могут повысить востребованность семейной ипотеки."
@rusbrief,https://t.me/rusbrief/191475,2024-01-16 16:34:14,"Военные США нанесли новый удар в Йемене, нацеленный на противокорабельные баллистические ракеты на территории страны, контролируемой хуситами. Об этом сообщили агентству Reuters два американских чиновника. Официальные лица США, выступая на условиях анонимности, заявили, что сегодняшний удар был нацелен на четыре противокорабельные ракеты."
@rusbrief,https://t.me/rusbrief/191474,2024-01-16 16:33:41,"Президент РФ Владимир Путин встретился с главами муниципальных образований. Главные тезисы выступления главы государства о специальной военной операции и Украине, релокантах и предателях — в канале BRIEF ВАЖНОЕ. Подписаться!"
@rusbrief,https://t.me/rusbrief/191473,2024-01-16 16:26:02,"Центральноафриканская Республика предлагает РФ построить на территории страны военную базу и уже выделила для этого специальный участок земли, заявил «Африканской инициативе» советник президента ЦАР Фидель Нгоуандика. «Мы хотели бы, чтобы Российская Федерация построила свою военную базу в ЦАР, правительство уже предоставило участок в Беринго, в 80 км от (столицы страны) Банги, где есть международный аэропорт», — сказал он. Нгоуандика отметил, что на участке, который африканская страна предоставляет России для устройство военной базы, уже имеются казармы, после подготовки инфраструктуры она сможет вместить 10 тыс. российских солдат. По данным BRIEF, база Беренго расположена на месте дворца бывшего правителя республики Бокассы. Там же находится уго усыпальница. До последнего времени на базе были расквартированы бойцы ЧВК «Вагнер», которые занимались подготовкой военнослужащих местной армии."
@rusbrief,https://t.me/rusbrief/191472,2024-01-16 16:23:29,Путин приехал в Кремль на встречу с министром иностранных дел КНДР
@rusbrief,https://t.me/rusbrief/191471,2024-01-16 16:20:01,"Президент Фонда изучения исторической перспективы: Наталья Нарочницкая: Запад теперь делает ставку на «нетерпеливых патриотов», которые кричат на всех углах, что все у нас прогнило. Которым кажется, что все недостаточно и нерешительно, что давно надо ядерную бомбу сбросить на Лондон, немедленно взять Киев или устроить у себя мятеж. @adonezh"
@rusbrief,https://t.me/rusbrief/191470,2024-01-16 16:16:57,"Путин на реплику из прямой линии об отказе за него голосовать: надо помнить, что нерешенных проблем много, а критику воспринимать конструктивно."
@rusbrief,https://t.me/rusbrief/191469,2024-01-16 16:14:01,"Польские перевозчики разблокировали еще два пункта пропуска «Краковец» и «Рава-Русская» с Украиной, сообщает во вторник украинская Государственная пограничная служба. «Польские перевозчики завершили блокировку границы перед пунктами пропуска „Краковец“ и „Рава-Русская“. Оформление и пропуск через границу грузовых транспортных средств в обоих направлениях производится в обычном режиме», — говорится в сообщении. Министр инфраструктуры Польши Дариуш Климчак ранее во вторник сообщал, что польское правительство подписало соглашение с перевозчиками, договорившись прекратить блокаду на трех погранпереходах с Украиной до 1 марта."
@rusbrief,https://t.me/rusbrief/191468,2024-01-16 16:11:34,⚡️Финляндия не откроет КПП на границе с РФ в феврале — газета Ilta-Sanomat со ссылкой на источники
@rusbrief,https://t.me/rusbrief/191467,2024-01-16 16:11:06,"На выставке России Антон Силуанов опробовал разные онлайн-сервисы, в том числе прошел бесшовный путь ипотечного заёмщика Банка ДОМ.РФ. Буквально за пару минут с помощью Цифрового профиля была оформлена заявка на ""двушку"" на улице Авиастроителей. Будет ли сделка закрыта остаётся  за кадром, но ощущение, что взять ипотеку не выходя из дома - это уже реальность, осталась. @banksta"
@rusbrief,https://t.me/rusbrief/191466,2024-01-16 16:09:01,"Путин: Еще несколько десятилетий назад их (украинцев) предки боролись с нацизмом, а сегодня они его поддерживают... Мозги там (на Украине) закомпостировали людям. Поговорили про какую-то самостийность. На нее никто не покушался никогда."
@rusbrief,https://t.me/rusbrief/191465,2024-01-16 16:03:47,«Общие туалеты для мальчиков и девочек» - Путин про одну из многочисленных причин возвращения уехавших на Запад россиян на Родину
@rusbrief,https://t.me/rusbrief/191464,2024-01-16 16:00:23,"Читаешь аналитику западных агентств о Китае, о его якобы упадке в экономике, и, как говорится, верится с трудом.

Да, наверное, есть определённые сложности: непросто расти последние 30 лет средним темпом 6-7% в год и в результате стать второй экономикой в мире с ВВП более 19 трлн долларов. Но проблемы Китая не выглядят непреодолимыми.

Кроме того, в отличие от запада, который собственноручно отрубает себе рынок за рынком, у Китая есть крайне редкий и ценный ресурс — гигантский неосвоенный внутренний рынок
Олег Дерипаска"
@rusbrief,https://t.me/rusbrief/191463,2024-01-16 15:58:03,"Путин вспомнил старый анекдот, который ему рассказали вчера. Про сыр с плесенью и сосиски."
@rusbrief,https://t.me/rusbrief/191462,2024-01-16 15:54:34,"Путин объяснил возвращение многих россиян в РФ во многом тем, что людям с традиционными ценностями трудно жить и растить детей в ряде стран Запада."
@rusbrief,https://t.me/rusbrief/191461,2024-01-16 15:52:10,"Бывший следователь СУ ФСБ Алексей Колбов, осужденный за вымогательство биткойнов на 1 млн долларов, погиб на СВО. Об этом рассказала его супруга. Колобов требовал деньги у экс-главы ФГУП ""Издательство ""Известия"" Эраста Галумова, получил срок, подписал в колонии контракт и , как выяснилось, был убит, отмечает ВЧК-ОГПУ."
@rusbrief,https://t.me/rusbrief/191460,2024-01-16 15:50:25,"⚡️Путин: все больше желающих среди тех, кто когда-то уехал по разным соображениям, вернуться на Родину."
@rusbrief,https://t.me/rusbrief/191459,2024-01-16 15:49:14,Путин собирается ехать в Тулу. На повестке - оборонка. @RIAKremlinpool
@rusbrief,https://t.me/rusbrief/191458,2024-01-16 15:47:01,Путин: новые регионы получили 1 триллион 77 миллиардов рублей в 2023 году.
@rusbrief,https://t.me/rusbrief/191457,2024-01-16 15:43:36,"Путин предложил продлить выставку ""Россия"" на ВДНХ хотя бы на летний период."
@rusbrief,https://t.me/rusbrief/191456,2024-01-16 15:43:25,"Путин: фундаментальные связи России и Украины оказались сильнее, чем конъюнктурные интересы националистических элементов."
@rusbrief,https://t.me/rusbrief/191455,2024-01-16 15:42:58,"Путин: результаты голосования в новых регионах РФ невозможно было сфальсифицировать в отличие от итогов выборов в США, где голосовали по почте."
@rusbrief,https://t.me/rusbrief/191454,2024-01-16 15:42:20,"Пожар произошел на Дорогомиловском рынке в Москве, идет эвакуация."
@rusbrief,https://t.me/rusbrief/191453,2024-01-16 15:41:53,"Путин: Те, кто пытается пересесть на какие-то чуждые нам традиции, на какие-то чуждые внутренние сигналы, (…) — это люди, которые, не начав еще ничего делать, уже все проиграли… Они предали своих предков, предали свой народ и свои интересы… Предатели никогда в долгую не побеждают, они могут чего-то там цапнуть, чего-то спереть, утащить и где-то там под одеялом сожрать. Но никогда успех на их стороне не будет."
@rusbrief,https://t.me/rusbrief/191452,2024-01-16 15:40:53,"Путин: Если дальше будет продолжаться то, что сейчас продолжается, то, что сейчас имеет место быть, — а сейчас, это совершенно очевидно, не только провалилось их (украинское) контрнаступление, но инициатива полностью находится в руках российских вооруженных сил, если (так) будет дальше продолжаться, украинской государственности может быть нанесен невосполнимый, очень серьезный удар."
@rusbrief,https://t.me/rusbrief/191451,2024-01-16 15:39:55,"Путин: Что касается этого переговорного процесса, (то это) — попытка побудить нас отказаться от тех завоеваний, которые мы реализовали за последние два года. Это невозможно. Все понимают, что это невозможно: и правящие круги на Украине, и западные элиты."
@rusbrief,https://t.me/rusbrief/191450,2024-01-16 15:39:03,"Путин: если нам из-за бугра пытаются навязать, пропеть «демократию», у них ничего не выйдет."
@rusbrief,https://t.me/rusbrief/191449,2024-01-16 15:38:35,"Путин: Совсем недавно бывший президент Чешской республики сказал очень откровенную вещь, очень важную, публично сказал… война на Украине, сказал он, началась не в феврале 2022 года, а летом 2008, когда было принято решение об открытии двери для Украины и Грузии дверей в НАТО. Напомню, что Украина получила свою независимость на основании декларации о независимости, там было написано, что Украина — нейтральное государство. Это решение 2008 года в корне меняло ситуацию в Восточной Европе и с точки зрения обеспечения безопасности России."
@rusbrief,https://t.me/rusbrief/191448,2024-01-16 15:37:15,"Путин: националистические идеи после развала СССР на Украине оказались сильнее, все это привело к сегодняшней ситуации."
@rusbrief,https://t.me/rusbrief/191447,2024-01-16 15:36:01,"Генсек НАТО Йенс Столтенберг на форуме в Давосе: Мы должны их (украинцев) поддерживать, и я также совершенно уверен, что союзники по НАТО продолжат оказывать поддержку, потому что поддержка Украины — это не благотворительность. Поддержка Украины — это инвестиции в нашу собственную безопасность."
@rusbrief,https://t.me/rusbrief/191446,2024-01-16 15:33:52,"Генеральный секретарь НАТО Йенс Столтенберг: Что мы можем сделать, так это просто максимизировать вероятность того, что на каком-то этапе президент Путин поймет, что продолжение (СВО) будет иметь слишком высокую цену. И тогда на каком-то этапе ему придется сесть и договариваться о каком-то справедливом и прочном мире, в котором Украина будет преобладать как суверенное независимое государство. И парадокс заключается в том, что если мы хотим, чтобы это произошло, мирное и справедливое окончание этой войны, путь к нему — больше оружия для Украины."
@rusbrief,https://t.me/rusbrief/191445,2024-01-16 15:31:16,"Путин: жителям Украины закомпостировали мозги, на их «самостийность» никто никогда не покушался."
@rusbrief,https://t.me/rusbrief/191444,2024-01-16 15:29:27,"Путин: те, кто подает сигналы НАТО — предатели, но никогда успех на их стороне не будет."
@rusbrief,https://t.me/rusbrief/191443,2024-01-16 15:28:27,Путин сам себе Давос.
@rusbrief,https://t.me/rusbrief/191442,2024-01-16 15:27:55,Путин: Россия всегда защищала свои интересы и сейчас защитит.
@rusbrief,https://t.me/rusbrief/191441,2024-01-16 15:27:20,Путин: предатели никогда вдолгую не побеждают.
@rusbrief,https://t.me/rusbrief/191440,2024-01-16 15:26:39,❗️Путин: победить россиян невозможно.
@rusbrief,https://t.me/rusbrief/191439,2024-01-16 15:26:04,"Путин выразил слова благодарности людям, проживающим на приграничных с Украиной территориях: будем делать все, чтобы их поддержать."
@rusbrief,https://t.me/rusbrief/191438,2024-01-16 15:25:00,"Путин: (Противник) до января 1944-го цеплялся за Новгород, это неслучайно, были для этого причины, но, тем самым не менее, благодаря героизму Красной армии, нашего народа эта проблема была решена, противник был изгнан оттуда... Если память не изменяет, в августе 1941 года Новгород был уже оккупирован, 2,5 года он находился в таком состоянии, до 20 января 1944-го… а, как мы знаем, в мае 1945-го уже все закончилось."
@rusbrief,https://t.me/rusbrief/191437,2024-01-16 15:22:06,Путин: в зоне СВО инициатива находится у российских военнослужащих.
@rusbrief,https://t.me/rusbrief/191436,2024-01-16 15:21:40,"❗️Путин: украинской государственности может быть нанесен невосполнимый удар, это ответственность нынешних киевских властей."
@rusbrief,https://t.me/rusbrief/191435,2024-01-16 15:20:56,Путин заявил о полном и абсолютном провале контрнаступления ВСУ.
@rusbrief,https://t.me/rusbrief/191434,2024-01-16 15:20:34,Путин: формула мира Зеленского — это запретительные требования для переговоров.
@rusbrief,https://t.me/rusbrief/191433,2024-01-16 15:19:28,"⚡️Путин: Украина отказалась от переговоров с Россией, придурки, давно бы все закончилось."
@rusbrief,https://t.me/rusbrief/191432,2024-01-16 15:17:56,"Путин: удары Украины по гражданским объектам в РФ хотят показать народу и спонсорам, что они якобы в состоянии отвечать на действия России."
@rusbrief,https://t.me/rusbrief/191431,2024-01-16 15:17:43,"Путин: вместо того, чтобы решать военные задачи, Украина наносит неизбирательные удары системами залпового огня."
@rusbrief,https://t.me/rusbrief/191430,2024-01-16 15:17:28,"Путин: сплоченность россиян, развитие ее экономики — полная неожиданность для противников России."
@rusbrief,https://t.me/rusbrief/191429,2024-01-16 15:16:59,"Путин: в Прибалтике русских людей выбрасывают за кордон, это затрагивает безопасность нашей страны."
@rusbrief,https://t.me/rusbrief/191428,2024-01-16 15:15:01,"Израиль принял участие во встрече советников по национальной безопасности по «формуле мира» президента Украины Владимира Зеленского в швейцарском Давосе, сообщил посол Израиля в Украине Михаэль Бродский."
@rusbrief,https://t.me/rusbrief/191427,2024-01-16 15:12:48,"Наш ответ Давосу. 
Мария Захарова прокомментировала исчезновение надписи о бомбардировке Дрездена американскими и британскими ВВС в 1945 году. По словам официального представителя МИД РФ, это очередной акт исторического вандализма."
@rusbrief,https://t.me/rusbrief/191425,2024-01-16 15:07:00,"Авария на теплосети в центре Нижнего Новгорода устранена, сообщили энергетики. Но СК завел уголовное дело об оказании небезопасных услуг."
@rusbrief,https://t.me/rusbrief/191424,2024-01-16 15:03:48,Интересная у украинской стороны интерпретация вины. Называется она- кровная месть до третьего колена.
@rusbrief,https://t.me/rusbrief/191423,2024-01-16 15:01:42,"Владимир Путин не будет «спокойно отдыхать и в этом мире, и в другом», сказал президент Украины Владимир Зеленский, выступая на Всемирном экономическом форуме в Давосе. «Ни его дети, ни его внуки. Да, мы не террористы, и поэтому это будут уголовные судебные процессы, и обязательно будет ответственность», — сказал он. Зеленский уточнил, что говорит «о справедливости, а не о возмездии». «А справедливость должна быть в приговорах. В конкретных годах и в конкретных местах, где они должны провести долгий, очень верю в справедливость, долгий многолетний отпуск», — добавил он."
@rusbrief,https://t.me/rusbrief/191422,2024-01-16 14:58:00,"Депутаты не унимаются в своих попытках девальвировать приобретенное гражданство РФ. Если дальше так пойдёт, то поднимут вопрос о лишении и гражданства по рождению. Правда, этому мешает Конституция. Ну так в ней и так запрещено лишать гражданства без указания на то, как оно приобретено. Также сказано, что гражданство равное вне зависимости от путей приобретения. И ничего. Георгий Бовт"
@rusbrief,https://t.me/rusbrief/191421,2024-01-16 14:53:43,"Губернатор Краснодарского края Вениамин Кондратьев не давал поручения пересмотреть работу ночных клубов на время проведения СВО. Накануне глава региона сказал, что «нельзя устраивать бездумные вечеринки, пока кто-то на передовой ждет рассвет в окопе»."
@rusbrief,https://t.me/rusbrief/191420,2024-01-16 14:50:33,Shell приостанавливает перевозки по Красному морю на неопределенный срок.
@rusbrief,https://t.me/rusbrief/191419,2024-01-16 14:49:59,"Владимир Путин: конечно, надо обращать внимание на ребят, которые возвращаются из зоны специальной военной операции. Когда люди решаются на это, когда проходят это горнило, возвращаются, очень многие приоритеты жизненные выстраиваются по-другому. Здесь уже не будешь прыгать без штанов на каких-нибудь мероприятиях, здесь совсем по-другому на жизнь смотрят люди, приоритеты, ценности другие."
@rusbrief,https://t.me/rusbrief/191418,2024-01-16 14:48:58,"Россия полностью обеспечивает свою продовольственную безопасность по основным видам продукции, удерживает первое место по продаже пшеницы на глобальных рынках, заявил Путин."
@rusbrief,https://t.me/rusbrief/191417,2024-01-16 14:46:00,"Кандидатство на мартовских выборах не повышает, а понижает статус политика. Кто-то, как Миронов, это понял сразу и пытается сейчас выжать из своего абсентиизма максимум. Пока Даванков штурмует Газу в Counter-Srike, Слуцкий на спиритических ИИ-сеансах воскрешает вождя, а Харитонов бьёт рекорды посещаемости своего ТГ-канала, глава СРЗП работает государственным деятелем, без камер инспектируя прифронтовые регионы вместе с их главами. Инсайдеры говорят о поручении Миронову работать в «передовой группе» перед визитами Путина в «горячие» субъекты РФ. Образ будущего."
@rusbrief,https://t.me/rusbrief/191416,2024-01-16 14:42:40,"МЧС России предлагает ввести обязательные требования к противогазам, респираторам и другим средствам индивидуальной защиты населения от бактериологических, радиоактивных и химических загрязнений. Как следует из подготовленного проекта закона, с которым мы ознакомились, ведомство предлагает закрепить статью об особенностях технического регулирования в отношении СИЗ в законе ""О техническом регулировании"". В пояснительной записке к законопроекту, разработанному МЧС, говорится, что в законодательстве России отсутствуют обязательные для исполнения и применения требования ‎к средствам защиты. Также не установлен порядок подтверждения ‎их соответствия установленным требованиям. Это приводит к производству и продаже низкокачественных средств защиты, которые в том числе поступают из-за рубежа, а также к наличию на рынке контрафактной продукции."
@rusbrief,https://t.me/rusbrief/191414,2024-01-16 14:41:49,"▶️ Министр финансов России Антон Силуанов прокатился на коньках с олимпийскими чемпионами Синициной и Кацалаповым на ВДНХ.

Видео: Елизавета Седых/ТАСС

✔️ Подпишись на ТАСС / Москва"
@rusbrief,https://t.me/rusbrief/191413,2024-01-16 14:38:01,"Павильон Хакасии на ВДНХ
Плюс – акцент на шаманизме (ударить в бубен, предсказание от шамана, юрты, копии погребальных масок). Про эзотерику запомнит куда большее число посетителей, чем про Саяно-Шушенскую ГЭС (она вроде тоже где-то есть, но на фото в глаза не бросается – может, перенесли с VR). Минус – собственно неэзотерическое описание современной Хакасии от внимания ускользает. Возможно, при проектировании выставки организаторы решили не ссориться ни с коммунистом Коноваловым, рассказывающим, как похорошела республика и успешно реализуются президентские проекты, ни с единороссом Соколом, рассказывавшим, как все катится в пропасть и хватит это терпеть. Михаил Виноградов"
